Date,Confirmed,Deaths,Recovered,New_Confirmed,New_Deaths,Active
2020-01-22,551,17,30,0,0,504
2020-01-23,649,17,32,98,0,600
2020-01-24,930,25,39,281,8,866
2020-01-25,1394,41,42,464,16,1311
2020-01-26,2021,54,56,627,13,1911
2020-01-27,2780,80,65,759,26,2635
2020-01-28,5375,129,108,2595,49,5138
2020-01-29,5911,130,126,536,1,5655
2020-01-30,7890,169,143,1979,39,7578
2020-01-31,9489,211,222,1599,42,9056
2020-02-01,11516,257,284,2027,46,10975
2020-02-02,16186,361,463,4670,104,15362
2020-02-03,19204,425,608,3018,64,18171
2020-02-04,23093,491,826,3889,66,21776
2020-02-05,26739,563,1077,3646,72,25099
2020-02-06,29792,633,1424,3053,70,27735
2020-02-07,33306,717,1908,3514,84,30681
2020-02-08,35947,803,2471,2641,86,32673
2020-02-09,38915,900,3060,2968,97,34955
2020-02-10,41471,1007,3717,2556,107,36747
2020-02-11,43461,1106,4418,1990,99,37937
2020-02-12,43837,1110,4850,376,4,37877
2020-02-13,58941,1360,5929,15104,250,51652
2020-02-14,65436,1511,7616,6495,151,56309
2020-02-15,67543,1652,8904,2107,141,56987
2020-02-16,69698,1756,10321,2155,104,57621
2020-02-17,71716,1851,11955,2018,95,57910
2020-02-18,73582,1987,13693,1866,136,57902
2020-02-19,74077,2102,15397,495,115,56578
2020-02-20,74633,2226,17374,556,124,55033
2020-02-21,75258,2230,17971,625,4,55057
2020-02-22,77015,2437,21856,1757,207,52722
2020-02-23,77393,2448,22307,378,11,52638
2020-02-24,77960,2608,24049,567,160,51303
2020-02-25,78811,2688,26654,851,80,49469
2020-02-26,79781,2749,29091,970,61,47941
2020-02-27,81117,2791,31934,1336,42,46392
2020-02-28,82534,2850,35319,1417,59,44365
2020-02-29,84400,2919,38327,1866,69,43154
2020-03-01,86774,2972,41223,2374,53,42579
2020-03-02,88747,3062,44098,1973,90,41587
2020-03-03,91353,3136,46690,2606,74,41527
2020-03-04,93689,3232,49629,2336,96,40828
2020-03-05,96417,3327,52247,2728,95,40843
2020-03-06,100382,3441,54309,3965,114,42632
2020-03-07,104511,3545,56799,4129,104,44167
2020-03-08,108287,3787,59133,3776,242,45367
2020-03-09,112558,3980,60933,4271,193,47645
2020-03-10,117296,4255,62840,4738,275,50201
2020-03-11,124708,4607,65435,7412,352,54666
2020-03-12,131403,4928,66763,6695,321,59712
2020-03-13,144500,5431,68688,13097,503,70381
2020-03-14,155321,5857,71054,10821,426,78410
2020-03-15,166458,6528,74463,11137,671,85467
2020-03-16,180874,7236,76517,14416,708,97121
2020-03-17,195894,8085,79261,15020,849,108548
2020-03-18,213212,9036,81748,17318,951,122428
2020-03-19,240047,10177,83389,26835,1141,146481
2020-03-20,269234,11748,85834,29187,1571,171652
2020-03-21,301158,13553,90080,31924,1805,197525
2020-03-22,334908,15377,96297,33750,1824,223234
2020-03-23,376817,17466,96785,41909,2089,262566
2020-03-24,417999,19887,106304,41182,2421,291808
2020-03-25,468901,22845,112010,50902,2958,334046
2020-03-26,528771,26086,120381,59870,3241,382304
2020-03-27,591833,29718,129094,63062,3632,433021
2020-03-28,660484,33750,137394,68651,4032,489340
2020-03-29,716059,37553,146850,55575,3803,531656
2020-03-30,779835,41903,162186,63776,4350,575746
2020-03-31,857044,47036,174650,77209,5133,635358
2020-04-01,942085,53657,190190,85041,6621,698238
2020-04-02,1022806,59861,206922,80721,6204,756023
2020-04-03,1105683,66310,221904,82877,6449,817469
2020-04-04,1164468,72586,241911,58785,6276,849971
2020-04-05,1234990,78432,255312,70522,5846,901246
2020-04-06,1308215,84791,271776,73225,6359,951648
2020-04-07,1375765,93230,294500,67550,8439,988035
2020-04-08,1456698,100361,323018,80933,7131,1033319
2020-04-09,1542499,108413,347263,85801,8052,1086823
2020-04-10,1627773,116060,368306,85274,7647,1143407
2020-04-11,1701906,122923,393821,74133,6863,1185162
2020-04-12,1819144,129328,412669,117238,6405,1277147
2020-04-13,1889177,135711,439291,70033,6383,1314175
2020-04-14,1972108,142932,463911,82931,7221,1365265
2020-04-15,2048610,151543,499694,76502,8611,1397373
2020-04-16,2141299,159119,529844,92689,7576,1452336
2020-04-17,2227045,167860,555180,85746,8741,1504005
2020-04-18,2303770,174151,578625,76725,6291,1550994
2020-04-19,2378386,180081,609521,74616,5930,1588784
2020-04-20,2453153,186448,631002,74767,6367,1635703
2020-04-21,2527646,193483,665158,74493,7035,1669005
2020-04-22,2607836,200598,693977,80190,7115,1713261
2020-04-23,2688739,207687,722399,80903,7089,1758653
2020-04-24,2770642,214351,772035,81903,6664,1784256
2020-04-25,2852260,220220,798921,81618,5869,1833119
2020-04-26,2921837,224899,826860,69577,4679,1870078
2020-04-27,2991165,230165,853354,69328,5266,1907646
2020-04-28,3065474,236587,885597,74309,6422,1943290
2020-04-29,3141113,243359,926578,75639,6772,1971176
2020-04-30,3223126,249400,990587,82013,6041,1983139
2020-05-01,3310257,254806,1027398,87131,5406,2028053
2020-05-02,3387163,260676,1066993,76906,5870,2059494
2020-05-03,3459900,264805,1098418,72737,4129,2096677
2020-05-04,3536161,269444,1131389,76261,4639,2135328
2020-05-05,3614450,275419,1166886,78289,5975,2172145
2020-05-06,3703355,282007,1211825,88905,6588,2209523
2020-05-07,3791222,287725,1250270,87867,5718,2253227
2020-05-08,3880502,293522,1285699,89280,5797,2301281
2020-05-09,3963694,298278,1338109,83192,4756,2327307
2020-05-10,4037875,302488,1371071,74181,4210,2364316
2020-05-11,4112980,306434,1417058,75105,3946,2389488
2020-05-12,4197142,312021,1453052,84162,5587,2432069
2020-05-13,4280262,317346,1507802,83120,5325,2455114
2020-05-14,4374783,322973,1546585,94521,5627,2505225
2020-05-15,4469408,328602,1593867,94625,5629,2546939
2020-05-16,4562132,333028,1649353,92724,4426,2579751
2020-05-17,4639272,336818,1689628,77140,3790,2612826
2020-05-18,4727310,341118,1741856,88038,4300,2644336
2020-05-19,4822125,346009,1793090,94815,4891,2683026
2020-05-20,4926282,351297,1851332,104157,5288,2723653
2020-05-21,5031134,356231,1901614,104852,4934,2773289
2020-05-22,5137383,361833,2009283,106249,5602,2766267
2020-05-23,5240611,366194,2063407,103228,4361,2811010
2020-05-24,5332832,369505,2118247,92221,3311,2845080
2020-05-25,5420056,371104,2181303,87224,1599,2867649
2020-05-26,5511632,375796,2235754,91576,4692,2900082
2020-05-27,5613289,380919,2298183,101657,5123,2934187
2020-05-28,5732488,385792,2364322,119199,4873,2982374
2020-05-29,5852854,390848,2440641,120366,5056,3021365
2020-05-30,5987125,395149,2510473,134271,4301,3081503
2020-05-31,6089245,398379,2586157,102120,3230,3104709
2020-06-01,6188712,402073,2640198,99467,3694,3146441
2020-06-02,6310673,407292,2743671,121961,5219,3159710
2020-06-03,6421198,412857,2821967,110525,5565,3186374
2020-06-04,6558809,418320,2891354,137611,5463,3249135
2020-06-05,6691686,423332,2959624,132877,5012,3308730
2020-06-06,6820436,427412,3030803,128750,4080,3362221
2020-06-07,6931005,430628,3085323,110569,3216,3415054
2020-06-08,7033590,435037,3236258,102585,4409,3362295
2020-06-09,7159116,440046,3317749,125526,5009,3401321
2020-06-10,7295763,445442,3395814,136647,5396,3454507
2020-06-11,7431508,450547,3480771,135745,5105,3500190
2020-06-12,7558501,455260,3559587,126993,4713,3543654
2020-06-13,7692018,459625,3644653,133517,4365,3587740
2020-06-14,7823623,463383,3714652,131605,3758,3645588
2020-06-15,7948128,467423,3794119,124505,4040,3686586
2020-06-16,8091638,474521,3891546,143510,7098,3725571
2020-06-17,8234436,479976,4008996,142798,5455,3745464
2020-06-18,8377102,485320,4089642,142666,5344,3802140
2020-06-19,8557704,491654,4184094,180602,6334,3881956
2020-06-20,8743237,496101,4299435,185533,4447,3947701
2020-06-21,8835938,500723,4367694,92701,4622,3967521
2020-06-22,8977896,504576,4458854,141958,3853,4014466
2020-06-23,9145667,510121,4562459,167771,5545,4073087
2020-06-24,9316777,515591,4677798,171110,5470,4123388
2020-06-25,9495961,520681,4770342,179184,5090,4204938
2020-06-26,9688083,525756,4875999,192122,5075,4286328
2020-06-27,9864069,530479,4982015,175986,4723,4351575
2020-06-28,10032193,534090,5070969,168124,3611,4427134
2020-06-29,10184542,538144,5164529,152349,4054,4481869
2020-06-30,10367963,543381,5281441,183421,5237,4543141
2020-07-01,10582841,548712,5397057,214878,5331,4637072
2020-07-02,10787428,554209,5681512,204587,5497,4551707
2020-07-03,10989711,559442,5791028,202283,5233,4639241
2020-07-04,11179157,564226,5986505,189446,4784,4628426
2020-07-05,11365182,568062,6105600,186025,3836,4691520
2020-07-06,11533064,572316,6228909,167882,4254,4731839
2020-07-07,11742292,578668,6373662,209228,6352,4789962
2020-07-08,11957226,584280,6531272,214934,5612,4841674
2020-07-09,12181467,590117,6665597,224241,5837,4925753
2020-07-10,12413959,595846,6804668,232492,5729,5013445
2020-07-11,12626515,600978,6930037,212556,5132,5095500
2020-07-12,12819211,605276,7041688,192696,4298,5172247
2020-07-13,13013062,609701,7181569,193851,4425,5221792
2020-07-14,13233592,615680,7323482,220530,5979,5294430
2020-07-15,13462891,621584,7482930,229299,5904,5358377
2020-07-16,13707249,627735,7635049,244358,6151,5444465
2020-07-17,13944102,634757,7794596,236853,7022,5514749
2020-07-18,14179026,641282,7945216,234924,6525,5592528
2020-07-19,14390608,646172,8033082,211582,4890,5711354
2020-07-20,14597915,650129,8191756,207307,3957,5756030
2020-07-21,14840429,656460,8366171,242514,6331,5817798
2020-07-22,15115361,663872,8545628,274932,7412,5905861
2020-07-23,15394208,670498,8721408,278847,6626,6002302
2020-07-24,15677245,676954,8949127,283037,6456,6051164
2020-07-25,15926421,683015,9168660,249176,6061,6074746
2020-07-26,16137847,687418,9311697,211426,4403,6138732
2020-07-27,16371546,692699,9482589,233699,5281,6196258
2020-07-28,16635017,699628,9652792,263471,6929,6282597
2020-07-29,16904699,706251,9855049,269682,6623,6343399
2020-07-30,17185953,713014,10068194,281254,6763,6404745
2020-07-31,17472888,719616,10267227,286935,6602,6486045
2020-08-01,17718839,725597,10447968,245951,5981,6545274
2020-08-02,17949198,730279,10586535,230359,4682,6632384
2020-08-03,18154923,735133,10808863,205725,4854,6610927
2020-08-04,18419436,742294,11031642,264513,7161,6645500
2020-08-05,18694132,749664,11252992,274696,7370,6691476
2020-08-06,18980405,756504,11441466,286273,6840,6782435
2020-08-07,19262243,763252,11633030,281838,6748,6865961
2020-08-08,19527138,769270,11833122,264895,6018,6924746
2020-08-09,19759819,774458,12011712,232681,5188,6973649
2020-08-10,19992238,779828,12173255,232419,5370,7039155
2020-08-11,20257297,786435,12477837,265059,6607,6993025
2020-08-12,20531955,793401,12718077,274658,6966,7020477
2020-08-13,20821371,800181,12881488,289416,6780,7139702
2020-08-14,21127879,806741,13164265,306508,6560,7156873
2020-08-15,21376534,812787,13332527,248655,6046,7231220
2020-08-16,21586252,817578,13565176,209718,4791,7203498
2020-08-17,21798784,822195,13775916,212532,4617,7200673
2020-08-18,22057128,829233,14002803,258344,7038,7225092
2020-08-19,22334110,835646,14220266,276982,6413,7278198
2020-08-20,22605192,842065,14427700,271082,6419,7335427
2020-08-21,22866292,847822,14595583,261100,5757,7422887
2020-08-22,23129433,853608,14805177,263141,5786,7470648
2020-08-23,23331764,857907,15021449,202331,4299,7452408
2020-08-24,23559001,862752,15220085,227237,4845,7476164
2020-08-25,23803698,869307,15451112,244697,6555,7483279
2020-08-26,24084746,875837,15676300,281048,6530,7532609
2020-08-27,24371408,882045,15883087,286662,6208,7606276
2020-08-28,24654680,887855,16081684,283272,5810,7685141
2020-08-29,24914959,893637,16292794,260279,5782,7728528
2020-08-30,25134283,897905,16502831,219324,4268,7733547
2020-08-31,25397397,902327,16702973,263114,4422,7792097
2020-09-01,25663556,908920,16960506,266159,6593,7794130
2020-09-02,25944733,915229,17179293,281177,6309,7850211
2020-09-03,26229346,921319,17400031,284613,6090,7907996
2020-09-04,26530314,927156,17612889,300968,5837,7990269
2020-09-05,26803516,932245,17813579,273202,5089,8057692
2020-09-06,27031913,936373,18025095,228397,4128,8070445
2020-09-07,27248608,945991,18222352,216695,9618,8080265
2020-09-08,27493492,951103,18423081,244884,5112,8119308
2020-09-09,27778117,957361,18662911,284625,6258,8157845
2020-09-10,28081395,963348,18878402,303278,5987,8239645
2020-09-11,28396796,969345,19101326,315401,5997,8326125
2020-09-12,28684729,974394,19323832,287933,5049,8386503
2020-09-13,28932725,978350,19511287,247996,3956,8443088
2020-09-14,29198287,982943,19738851,265562,4593,8476493
2020-09-15,29477640,989493,19964311,279353,6550,8523836
2020-09-16,29781266,995351,20193049,303626,5858,8592866
2020-09-17,30095520,1000990,20412548,314254,5639,8681982
2020-09-18,30420742,1006828,20662903,325222,5838,8751011
2020-09-19,30712587,1012091,20899426,291845,5263,8801070
2020-09-20,30966513,1016066,21135879,253926,3975,8814568
2020-09-21,31224568,1020479,21380130,258055,4413,8823959
2020-09-22,31507427,1026618,21597971,282859,6139,8882838
2020-09-23,31817460,1033153,21860123,310033,6535,8924184
2020-09-24,32136804,1038808,22114844,319344,5655,8983152
2020-09-25,32465399,1044814,22352813,328595,6006,9067772
2020-09-26,32749672,1050237,22614272,284273,5423,9085163
2020-09-27,32994948,1054108,22827147,245276,3871,9113693
2020-09-28,33253659,1058202,23048301,258711,4094,9147156
2020-09-29,33534211,1064233,23287987,280552,6031,9181991
2020-09-30,33856513,1070636,23534747,322302,6403,9251130
2020-10-01,34173534,1079511,23754567,317021,8875,9339456
2020-10-02,34500739,1085148,23925548,327205,5637,9490043
2020-10-03,34796223,1089879,24180101,295484,4731,9526243
2020-10-04,35054910,1093899,24400341,258687,4020,9560670
2020-10-05,35363691,1100961,24635392,308781,7062,9627338
2020-10-06,35677507,1106798,24865973,313816,5837,9704736
2020-10-07,36024450,1112696,25119310,346943,5898,9792444
2020-10-08,36381162,1119058,25336825,356712,6362,9925279
2020-10-09,36738957,1125220,25540978,357795,6162,10072759
2020-10-10,37092568,1130095,25734504,353611,4875,10227969
2020-10-11,37379961,1134272,25954940,287393,4177,10290749
2020-10-12,37668317,1138379,26153773,288356,4107,10376165
2020-10-13,37983997,1143696,26342571,315680,5317,10497730
2020-10-14,38362050,1149833,26552835,378053,6137,10659382
2020-10-15,38766360,1156021,26757857,404310,6188,10852482
2020-10-16,39174309,1162201,26958633,407949,6180,11053475
2020-10-17,39544518,1167906,27156737,370209,5705,11219875
2020-10-18,39873625,1171843,27354666,329107,3937,11347116
2020-10-19,40245163,1176649,27554182,371538,4806,11514332
2020-10-20,40631402,1183250,27763319,386239,6601,11684833
2020-10-21,41068169,1190111,27977458,436767,6861,11900600
2020-10-22,41547427,1196053,28202269,479258,5942,12149105
2020-10-23,42037982,1203123,28401631,490555,7070,12433228
2020-10-24,42492126,1209008,28611824,454144,5885,12671294
2020-10-25,42848888,1213341,28806822,356762,4333,12828725
2020-10-26,43327471,1219141,29043015,478583,5800,13065315
2020-10-27,43793004,1226496,29630408,465533,7355,12936100
2020-10-28,44311703,1233629,29893454,518699,7133,13184620
2020-10-29,44859959,1240830,30137569,548256,7201,13481560
2020-10-30,45427971,1248556,30390038,568012,7726,13789377
2020-10-31,45897617,1255182,30632311,469646,6626,14010124
2020-11-01,46334109,1260496,30888395,436492,5314,14185218
2020-11-02,46878978,1266920,31166131,544869,6424,14445927
2020-11-03,47439654,1276431,31413846,560676,9511,14749377
2020-11-04,47928780,1286279,31690710,489126,9848,14951791
2020-11-05,48543890,1294970,31992505,615110,8691,15256415
2020-11-06,49162108,1304064,32276697,618218,9094,15581347
2020-11-07,49756932,1311799,32573461,594824,7735,15871672
2020-11-08,50243570,1318144,32824681,486638,6345,16100745
2020-11-09,50748361,1325663,33078153,504791,7519,16344545
2020-11-10,51314328,1335372,33332221,565967,9709,16646735
2020-11-11,51934705,1345719,33710269,620377,10347,16878717
2020-11-12,52569240,1355354,33932676,634535,9635,17281210
2020-11-13,53225111,1365192,34230677,655871,9838,17629242
2020-11-14,53807677,1374294,34505706,582566,9102,17927677
2020-11-15,54293621,1381142,34732853,485944,6848,18179626
2020-11-16,54813296,1389114,35119178,519675,7972,18305004
2020-11-17,55411056,1400011,35548503,597760,10897,18462542
2020-11-18,56028461,1411370,35907223,617405,11359,18709868
2020-11-19,56677266,1422431,36277150,648805,11061,18977685
2020-11-20,57345982,1434138,36627864,668716,11707,19283980
2020-11-21,57933545,1443369,36963165,587563,9231,19527011
2020-11-22,58426864,1450975,37233264,493319,7606,19742625
2020-11-23,58953959,1459617,37639162,527095,8642,19855180
2020-11-24,59539119,1472031,38007228,585160,12414,20059860
2020-11-25,60150392,1483924,38440837,611273,11893,20225631
2020-11-26,60733543,1494772,38803804,583151,10848,20434967
2020-11-27,61422884,1506205,39179711,689341,11433,20736968
2020-11-28,62024707,1515643,39535062,601823,9438,20974002
2020-11-29,62514766,1523214,39849669,490059,7571,21141883
2020-11-30,63013491,1532182,40246312,498725,8968,21234997
2020-12-01,63622438,1544487,40717440,608947,12305,21360511
2020-12-02,64256134,1556861,41175093,633696,12374,21524180
2020-12-03,64940060,1569471,41597279,683926,12610,21773310
2020-12-04,65629387,1581800,42082151,689327,12329,21965436
2020-12-05,66265374,1592320,42512973,635987,10520,22160081
2020-12-06,66803190,1600330,42824180,537816,8010,22378680
2020-12-07,67330052,1609029,43227590,526862,8699,22493433
2020-12-08,67954320,1620964,43662699,624268,11935,22670657
2020-12-09,68613144,1633414,44083105,658824,12450,22896625
2020-12-10,70101794,1645697,44568621,1488650,12283,23887476
2020-12-11,70800244,1658731,45039797,698450,13034,24101716
2020-12-12,71442497,1669447,46538601,642253,10716,23234449
2020-12-13,71975032,1677581,46928885,532535,8134,23368566
2020-12-14,72517459,1686619,40932276,542427,9038,29898564
2020-12-15,73159539,1699721,41283853,642080,13102,30175965
2020-12-16,73870011,1713488,41640112,710472,13767,30516411
2020-12-17,74600958,1726489,42008987,730947,13001,30865482
2020-12-18,75314951,1739411,42319215,713993,12922,31256325
2020-12-19,75944021,1750556,42664745,629070,11145,31528720
2020-12-20,76485017,1758836,42936252,540996,8280,31789929
2020-12-21,77023361,1768199,43271946,538344,9363,31983216
2020-12-22,77668098,1781912,43626872,644737,13713,32259314
2020-12-23,78343372,1795497,43944262,675274,13585,32603613
2020-12-24,79030008,1807545,44254752,686636,12048,32967711
2020-12-25,79517111,1816055,44545596,487103,8510,33155460
2020-12-26,80044213,1824296,44951781,527102,8241,33268136
2020-12-27,80451659,1832316,45233646,407446,8020,33385697
2020-12-28,80944420,1841741,45519896,492761,9425,33582783
2020-12-29,81606723,1856466,45862930,662303,14725,33887327
2020-12-30,82324095,1871792,46243692,717372,15326,34208611
2020-12-31,83156581,1885136,46538487,832486,13344,34732958
2021-01-01,83713696,1894687,46840905,557115,9551,34978104
2021-01-02,84311993,1904039,47092966,598297,9352,35314988
2021-01-03,84822257,1911902,47348203,510264,7863,35562152
2021-01-04,85369720,1921613,47625621,547463,9711,35822486
2021-01-05,86102892,1936879,47934537,733172,15266,36231476
2021-01-06,86884618,1951657,48240079,781726,14778,36692882
2021-01-07,87744921,1966425,48556597,860303,14768,37221899
2021-01-08,88570816,1981572,48845835,825895,15147,37743409
2021-01-09,89319173,1994747,49169363,748357,13175,38155063
2021-01-10,89913558,2004177,49433367,594385,9430,38476014
2021-01-11,90520078,2014319,49713395,606520,10142,38792364
2021-01-12,91204963,2031120,50048645,684885,16801,39125198
2021-01-13,91940229,2047391,50406198,735266,16271,39486640
2021-01-14,92691535,2062948,50770281,751306,15557,39858306
2021-01-15,93467524,2078475,51082239,775989,15527,40306810
2021-01-16,94117572,2092369,51392707,650048,13894,40632496
2021-01-17,94639461,2102084,51701091,521889,9715,40836286
2021-01-18,95149637,2112390,52011799,510176,10306,41025448
2021-01-19,95736168,2127919,52406832,586531,15529,41201417
2021-01-20,96416304,2145454,52726328,680136,17535,41544522
2021-01-21,97078282,2162587,53085093,661978,17133,41830602
2021-01-22,97735384,2178456,53459459,657102,15869,42097469
2021-01-23,98306910,2192891,53771353,571526,14435,42342666
2021-01-24,98764077,2202509,54074258,457167,9618,42487310
2021-01-25,99239840,2213462,54381450,475763,10953,42644928
2021-01-26,99795442,2230763,54703345,555602,17301,42861334
2021-01-27,100391019,2247582,55037275,595577,16819,43106162
2021-01-28,101000520,2263891,55347365,609501,16309,43389264
2021-01-29,101583478,2279503,55704851,582958,15612,43599124
2021-01-30,102093986,2292635,56050391,510508,13132,43750960
2021-01-31,102486392,2302085,56334719,392406,9450,43849588
2021-02-01,102924529,2312205,56599247,438137,10120,44013077
2021-02-02,103385501,2326965,56944947,460972,14760,44113589
2021-02-03,103905912,2342666,57269927,520411,15701,44293319
2021-02-04,104372634,2355418,57560083,466722,12752,44457133
2021-02-05,104904408,2372489,57844418,531774,17071,44687501
2021-02-06,105335637,2384232,58135042,431229,11743,44816363
2021-02-07,105684050,2391921,58408706,348413,7689,44883423
2021-02-08,106020075,2401402,58621481,336025,9481,44997192
2021-02-09,106423478,2416040,58988440,403403,14638,45018998
